customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05349,Male,0,Yes,No,56,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),19.66,5677.33,No
CUST-05350,Female,0,Yes,No,51,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,26.33,25.79,No
CUST-05351,Male,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.27,3808.89,No
CUST-05352,Male,1,Yes,No,52,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),40.9,8398.65,No
CUST-05353,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),84.1,8343.79,No
CUST-05354,Male,0,No,No,25,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.7,4972.05,No
CUST-05355,Male,0,No,No,58,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,25.44,5756.4,No
CUST-05356,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),71.45,2070.17,No
CUST-05357,Female,0,Yes,Yes,38,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),81.91,2803.24,No
CUST-05358,Female,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,74.29,3446.11,No
CUST-05359,Male,1,No,No,16,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,43.88,3602.99,No
CUST-05360,Female,1,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.06,6144.84,No
CUST-05361,Male,1,Yes,No,23,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),60.34,678.18,Yes
CUST-05362,Male,0,Yes,Yes,30,No,No,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,84.52,415.41,No
CUST-05363,Female,0,No,Yes,10,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),25.27,4530.16,Yes
CUST-05364,Female,0,Yes,No,65,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,110.42,5032.37,Yes
CUST-05365,Male,0,No,No,22,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),52.65,3376.5,Yes
CUST-05366,Male,0,No,No,52,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,53.02,6491.62,Yes
CUST-05367,Female,0,Yes,No,56,Yes,No,DSL,No internet service,No,No,No,No,Yes,One year,No,Electronic check,51.74,1478.19,No
CUST-05368,Female,0,No,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),108.68,8606.27,Yes
CUST-05369,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.22,3056.22,No
CUST-05370,Female,0,Yes,Yes,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.78,2892.46,No
CUST-05371,Male,1,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),97.5,3427.4,No
CUST-05372,Female,0,No,Yes,53,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),44.42,7269.5,No
CUST-05373,Female,0,No,Yes,55,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.68,1928.17,No
CUST-05374,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,47.56,3972.72,No
CUST-05375,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),56.1,2323.28,No
CUST-05376,Male,1,Yes,No,33,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Electronic check,32.69,386.4,No
CUST-05377,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,Yes,Mailed check,71.27,3201.16,No
CUST-05378,Male,0,No,No,27,No,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,99.32,677.25,No
CUST-05379,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,86.42,8427.2,Yes
CUST-05380,Male,0,No,No,27,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.28,1238.71,Yes
CUST-05381,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No internet service,No internet service,Two year,No,Electronic check,85.54,8550.0,No
CUST-05382,Female,0,Yes,No,57,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),81.94,4005.92,No
CUST-05383,Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),72.59,1455.59,Yes
CUST-05384,Female,1,Yes,Yes,3,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,45.17,2321.7,No
CUST-05385,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.14,3372.79,No
CUST-05386,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,22.08,5898.08,Yes
CUST-05387,Male,0,No,No,25,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,113.9,6203.22,No
CUST-05388,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,105.44,1909.43,Yes
CUST-05389,Female,0,No,Yes,49,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,42.08,1729.57,No
CUST-05390,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),37.79,7933.42,No
CUST-05391,Female,0,No,Yes,71,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),48.72,3936.91,No
CUST-05392,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),75.76,3129.92,Yes
CUST-05393,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,19.99,5444.76,No
CUST-05394,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),107.91,4775.57,No
CUST-05395,Male,1,No,Yes,12,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.1,7770.02,No
CUST-05396,Female,0,No,No,14,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,71.35,1392.17,No
CUST-05397,Female,0,Yes,No,1,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.25,3931.31,No
CUST-05398,Male,0,No,Yes,68,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),73.37,1747.77,No
CUST-05399,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),27.16,942.52,No
CUST-05400,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.34,2517.1,Yes
CUST-05401,Female,0,Yes,Yes,36,No,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Electronic check,66.55,604.88,Yes
CUST-05402,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.03,5240.6,No
CUST-05403,Female,0,Yes,Yes,28,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),53.03,7398.29,No
CUST-05404,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.46,2637.61,No
CUST-05405,Female,0,Yes,No,72,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.92,5503.34,No
CUST-05406,Male,1,No,No,25,No,No,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,110.62,1143.56,Yes
CUST-05407,Female,0,No,No,47,No,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.76,2053.59,No
CUST-05408,Male,0,No,No,20,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,59.94,5875.74,No
CUST-05409,Male,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Mailed check,93.58,7986.69,No
CUST-05410,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),112.69,183.71,Yes
CUST-05411,Male,0,No,No,37,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),115.42,5588.84,No
CUST-05412,Female,0,No,No,53,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),42.64,6124.81,No
CUST-05413,Male,0,No,No,69,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,39.81,5196.57,Yes
CUST-05414,Female,0,No,Yes,8,Yes,No phone service,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,68.29,3723.69,No
CUST-05415,Male,0,Yes,No,1,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),105.64,8581.16,No
CUST-05416,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,71.35,2382.55,No
CUST-05417,Female,0,No,No,62,Yes,No,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),97.83,4060.8,No
CUST-05418,Male,0,Yes,No,58,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,65.93,5857.23,No
CUST-05419,Male,1,No,Yes,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,93.74,19.29,Yes
CUST-05420,Male,0,Yes,No,64,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),44.99,3148.65,No
CUST-05421,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,101.08,3424.3,No
CUST-05422,Female,0,Yes,No,3,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,98.36,110.28,No
CUST-05423,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,40.85,245.52,No
CUST-05424,Female,0,No,No,32,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,105.94,8585.87,No
CUST-05425,Male,0,No,Yes,68,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,30.1,963.11,No
CUST-05426,Female,1,No,No,49,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),95.5,2065.99,No
CUST-05427,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),103.69,1220.12,Yes
CUST-05428,Female,0,No,No,2,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.55,4470.35,No
CUST-05429,Female,0,Yes,No,9,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,42.79,6397.38,No
CUST-05430,Male,0,No,No,46,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),26.41,685.89,No
CUST-05431,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,21.18,5097.06,No
CUST-05432,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),20.66,3078.13,No
CUST-05433,Male,1,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,69.6,4269.98,No
CUST-05434,Male,0,Yes,No,29,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,38.37,2323.78,No
CUST-05435,Female,0,No,No,33,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,105.79,7503.82,No
CUST-05436,Male,0,No,No,28,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,34.74,3939.01,No
CUST-05437,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.67,1409.78,No
CUST-05438,Male,0,No,No,29,No,Yes,No,No,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),110.51,6880.66,No
CUST-05439,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),115.21,6534.14,Yes
CUST-05440,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),104.57,4221.03,No
CUST-05441,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,38.79,6272.77,No
CUST-05442,Male,1,No,No,27,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),71.45,5236.43,No
CUST-05443,Male,0,No,No,72,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),36.8,1447.27,No
CUST-05444,Male,0,Yes,No,40,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.36,8678.8,No
CUST-05445,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,42.28,6712.04,No
CUST-05446,Female,0,Yes,No,65,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,51.43,5794.24,No
CUST-05447,Male,0,Yes,No,39,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),73.76,7221.41,No
CUST-05448,Female,0,Yes,Yes,24,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,30.53,8061.85,Yes
CUST-05449,Male,0,No,No,68,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),53.86,5025.92,No
CUST-05450,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.42,5118.12,No
CUST-05451,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),77.08,222.31,Yes
CUST-05452,Male,0,Yes,Yes,27,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),75.77,3614.3,No
CUST-05453,Male,0,No,Yes,16,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),57.45,4427.35,Yes
CUST-05454,Male,0,Yes,No,45,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,105.24,2048.45,No
CUST-05455,Male,0,No,No,27,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,82.86,3134.66,No
CUST-05456,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),99.11,3193.13,No
CUST-05457,Female,0,No,Yes,59,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,75.61,3206.46,Yes
CUST-05458,Female,0,No,No,72,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),56.56,8301.63,No
CUST-05459,Male,0,No,Yes,35,Yes,No,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),56.43,5110.28,No
CUST-05460,Male,0,Yes,No,70,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),39.07,2738.95,No
CUST-05461,Female,0,Yes,No,46,No,No,DSL,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,102.01,2659.4,No
CUST-05462,Male,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),102.95,7357.82,No
CUST-05463,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,29.22,5580.04,No
CUST-05464,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),101.8,7393.99,No
CUST-05465,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.74,5596.72,No
CUST-05466,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,78.82,7945.85,Yes
CUST-05467,Female,0,No,No,48,Yes,Yes,No,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),93.26,3504.69,No
CUST-05468,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No,Two year,No,Credit card (automatic),110.82,7319.69,No
CUST-05469,Male,0,Yes,No,50,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,67.06,1543.29,No
CUST-05470,Male,0,No,No,69,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No,Two year,No,Electronic check,96.33,5820.3,No
CUST-05471,Female,0,Yes,Yes,48,Yes,Yes,No,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),114.62,3171.21,No
CUST-05472,Female,0,Yes,No,39,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,56.61,4568.25,No
CUST-05473,Female,0,No,No,5,No,No,No,No internet service,No,No,No,No,No internet service,One year,No,Mailed check,63.16,6401.68,No
CUST-05474,Female,1,No,No,11,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,84.02,4910.37,Yes
CUST-05475,Male,0,No,Yes,60,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.36,6344.99,No
CUST-05476,Male,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),44.44,335.65,No
CUST-05477,Female,0,Yes,Yes,7,No,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,79.43,3482.64,No
CUST-05478,Female,0,No,No,60,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,94.62,8287.79,No
CUST-05479,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),18.83,6619.94,No
CUST-05480,Male,0,No,No,67,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,38.42,4205.32,No
CUST-05481,Male,0,No,No,69,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,118.14,6159.49,No
CUST-05482,Male,1,No,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),104.59,252.52,No
CUST-05483,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,118.28,2554.45,No
CUST-05484,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,82.55,7844.73,No
CUST-05485,Male,0,No,No,27,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,69.11,4320.52,No
CUST-05486,Female,0,Yes,No,33,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,21.48,8274.43,No
CUST-05487,Male,0,Yes,No,55,Yes,No phone service,No,No internet service,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),52.88,2315.24,No
CUST-05488,Female,0,No,No,52,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,59.89,7249.74,No
CUST-05489,Male,1,No,Yes,37,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),31.54,188.37,No
CUST-05490,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,57.94,52.82,No
CUST-05491,Male,0,Yes,Yes,65,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Two year,No,Credit card (automatic),40.91,1204.24,No
CUST-05492,Male,1,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),62.7,2285.2,No
CUST-05493,Male,0,No,Yes,3,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.72,388.05,No
CUST-05494,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,85.25,1850.74,No
CUST-05495,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,72.54,7583.79,No
CUST-05496,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,21.89,7951.98,No
CUST-05497,Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),110.46,1044.88,No
CUST-05498,Female,0,Yes,Yes,30,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,101.26,2751.94,No
CUST-05499,Female,0,No,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,78.8,5303.03,No
CUST-05500,Male,0,No,No,20,Yes,No,No,No,No internet service,Yes,No,Yes,No,Two year,No,Credit card (automatic),104.06,5746.57,No
CUST-05501,Male,0,No,No,27,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,105.63,259.64,No
CUST-05502,Female,0,Yes,No,63,Yes,No,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,41.14,7923.0,No
CUST-05503,Male,1,No,No,31,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,45.01,3720.46,Yes
CUST-05504,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,25.35,3842.36,Yes
CUST-05505,Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),73.81,760.04,Yes
CUST-05506,Male,0,Yes,Yes,7,Yes,No,No,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),90.23,4569.33,No
CUST-05507,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,29.46,5110.46,No
CUST-05508,Female,0,No,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,65.42,3979.63,No
CUST-05509,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),100.15,7711.32,Yes
CUST-05510,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.03,961.3,Yes
CUST-05511,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.84,1619.79,No
CUST-05512,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,71.35,3270.24,No
CUST-05513,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,55.47,5297.93,Yes
CUST-05514,Male,0,Yes,Yes,15,No,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),62.12,3693.13,Yes
CUST-05515,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),47.5,7392.74,Yes
CUST-05516,Male,0,No,No,6,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,85.99,1861.59,No
CUST-05517,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,82.93,2097.15,No
CUST-05518,Female,1,No,No,61,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),38.52,7745.83,No
CUST-05519,Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),45.18,4075.75,No
CUST-05520,Male,0,No,No,35,No,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,117.38,5669.62,No
CUST-05521,Female,0,Yes,No,67,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,28.75,3274.66,No
CUST-05522,Male,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,One year,No,Mailed check,87.95,3271.17,No
CUST-05523,Female,0,Yes,No,40,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.15,1273.85,No
